student,p_i,v_i,e_i,I1,I2
1,0.32497909865098706,0.2,0.4989829450911505,0.7983727121458408,1.1975590682187611
2,0.6582830761229903,0.2,0.11700449120109915,0.18720718592175867,0.28081077888263795
3,0.5266334345893152,0.2,0.05831816463962378,0.09330906342339806,0.13996359513509707
4,0.6933970209656177,0.2,0.1206863311639215,0.1930981298622744,0.28964719479341156
5,0.40347156490739544,0.2,0.23531320549271173,0.3765011287883388,0.5647516931825082
6,0.23856632388839533,0.2,0.28845875054759884,0.46153400087615815,0.6923010013142372
7,0.3696761532427328,0.2,0.4722298263853415,0.7555677222165464,1.1333515833248196
8,0.1611014602208362,0.2,0.007140395288410678,0.011424632461457085,0.017136948692185627
9,0.546433379894634,0.2,0.09715841177639517,0.15545345884223227,0.2331801882633484
10,0.784556575744453,0.2,0.4451547103802589,0.7122475366084142,1.0683713049126213
11,0.4930255915400904,0.2,0.8971020572292133,1.4353632915667414,2.1530449373501117
12,0.43775216337922673,0.2,0.02486379879034946,0.039782078064559134,0.0596731170968387
13,0.6413887959502331,0.2,0.13968921944904775,0.2235027511184764,0.3352541266777146
14,0.6618004195852154,0.2,0.363792139249977,0.5820674227999633,0.8731011341999447
15,0.47770741313266135,0.2,0.17246723243922812,0.27594757190276503,0.41392135785414746
16,0.4372889698707698,0.2,0.8902491014215455,1.4243985622744728,2.136597843411709
17,0.956293121366587,0.2,0.19478400102489596,0.31165440163983354,0.4674816024597503
18,0.5902148501618869,0.2,0.29327285493842103,0.46923656790147367,0.7038548518522104
19,0.33716869868281657,0.2,0.29332233095531646,0.46931572952850636,0.7039735942927595
20,0.24713485571268334,0.2,0.16142953531509688,0.258287256504155,0.3874308847562325
21,0.6416337298372674,0.2,0.3728389352090393,0.596542296334463,0.8948134445016943
22,0.29823915240942533,0.2,0.07186077816656437,0.114977245066503,0.1724658675997545
23,0.21466215582384762,0.2,0.153823756271774,0.2461180100348384,0.3691770150522576
24,0.3325469185645472,0.2,0.13198276086903338,0.21117241739045342,0.3167586260856801
25,0.07743042111061749,0.2,0.1211624081928302,0.19385985310852832,0.29078977966279246
26,0.5481400663809838,0.2,0.16318996242490946,0.26110393987985514,0.3916559098197827
27,0.6350952410155679,0.2,0.72636041607485,1.16217666571976,1.74326499857964
28,0.7490850556431912,0.2,0.13015633644753433,0.20825013831605493,0.3123752074740824
29,0.34207023625929345,0.2,0.04162432250570656,0.0665989160091305,0.09989837401369574
30,0.5077041579348259,0.2,0.2315502542878826,0.3704804068606122,0.5557206102909182
31,0.2745903494375612,0.2,0.10390928876849467,0.1662548620295915,0.2493822930443872
32,0.15332904517882684,0.2,0.12851705302879093,0.20562728484606552,0.3084409272690982
33,0.7688878676125507,0.2,0.28452764961505816,0.4552442393840931,0.6828663590761396
34,0.18275642301863,0.2,0.18564663490789007,0.29703461585262414,0.44555192377893615
35,0.4340251742584375,0.2,0.08868270164449416,0.14189232263119064,0.21283848394678598
36,0.3325075190510322,0.2,0.02771372862704452,0.04434196580327124,0.06651294870490684
37,0.5296065001278458,0.2,0.07873138018802364,0.12597020830083783,0.18895531245125674
38,0.09214133343750291,0.2,0.4690789870986538,0.7505263793578462,1.1257895690367692
39,0.6330600067150565,0.2,0.21885211725207296,0.3501633876033168,0.5252450814049751
40,0.484813237148252,0.2,0.1136643091651977,0.18186289466431632,0.27279434199647445
41,0.49216195534471263,0.2,0.1834110579719831,0.29345769275517297,0.4401865391327594
42,0.5855148707484523,0.2,0.4714144591607978,0.7542631346572766,1.1313947019859147
43,0.33113658858759265,0.2,0.35262647796792645,0.5642023647486824,0.8463035471230235
44,0.7047076733331661,0.2,0.14477586330652706,0.23164138129044332,0.3474620719356649
45,0.5398648939710471,0.2,0.2535504673299437,0.4056807477279099,0.6085211215918648
46,0.3358433106569523,0.2,0.038281762091229646,0.06125081934596743,0.09187622901895115
47,0.28196698688036437,0.2,0.3096615332926587,0.495458453268254,0.7431876799023809
48,0.4162421532947303,0.2,0.03335927545796612,0.05337484073274579,0.08006226109911868
49,0.38286072046218794,0.2,0.0284434545614429,0.04550952729830864,0.06826429094746296
50,0.8548130787163579,0.2,0.2306494506116239,0.36903912097859826,0.5535586814678973
51,0.20290819118469633,0.2,0.04368848442084875,0.06990157507335801,0.104852362610037
52,0.5344939868538394,0.2,0.21984864978178548,0.3517578396508568,0.5276367594762851
53,0.0958165089588871,0.2,0.36365624645718975,0.5818499943315036,0.8727749914972553
54,0.7640588933187159,0.2,0.3790541338047151,0.6064866140875442,0.9097299211313161
55,0.08672938489429194,0.2,0.21251908713021628,0.34003053940834604,0.5100458091125191
56,0.9281473535555089,0.2,0.12693576815236193,0.2030972290437791,0.30464584356566865
57,0.7448846501217126,0.2,0.6164826742133457,0.9863722787413531,1.4795584181120296
58,0.2586737190755891,0.2,0.6673545258736687,1.06776724139787,1.6016508620968049
59,0.23394976584983124,0.2,0.04276541461244878,0.06842466337991805,0.10263699506987707
60,0.6446021834939271,0.2,0.20554245797668308,0.32886793276269294,0.4933018991440394
61,0.7255405534164865,0.2,0.029516032462211392,0.04722565193953823,0.07083847790930733
62,0.21642913738654979,0.2,0.20412593745418556,0.3266014999266969,0.4899022498900453
63,0.6682079722751668,0.2,0.10086774058705127,0.16138838493928204,0.24208257740892303
64,0.6806760163919272,0.2,0.0067360215678286955,0.010777634508525914,0.01616645176278887
65,0.5109048471218098,0.2,0.4845342265315876,0.7752547624505403,1.1628821436758103
66,0.601320539734958,0.2,0.09872438651495573,0.15795901842392918,0.23693852763589374
67,0.7165825766288261,0.2,0.21644089980752096,0.34630543969203353,0.5194581595380503
68,0.2643237221803871,0.2,0.2679413570552932,0.42870617128846916,0.6430592569327037
69,0.4264581735440457,0.2,0.5392794286705583,0.8628470858728934,1.29427062880934
70,0.8320126348051423,0.2,0.17133561323481455,0.2741369811757033,0.41120547176355493
71,0.6413988859707658,0.2,0.23987938292029945,0.38380701267247913,0.5757105190087186
72,0.44230713580127934,0.2,0.4529712995324253,0.7247540792518805,1.0871311188778208
73,0.19636772346344394,0.2,0.8630822411009471,1.3809315857615154,2.071397378642273
74,0.325239023677252,0.2,0.03395915297234238,0.05433464475574781,0.0815019671336217
75,0.5835942810732708,0.2,0.027269785451397216,0.04363165672223555,0.06544748508335331
76,0.3569982396068925,0.2,0.2626352036955421,0.4202163259128674,0.630324488869301
77,0.08070927005676981,0.2,0.27959245947683453,0.44734793516293525,0.6710219027444029
78,0.8077091198683846,0.2,0.09449778332996225,0.15119645332793963,0.2267946799919094
79,0.7262244802963995,0.2,0.8587542344701319,1.3740067751522111,2.0610101627283166
80,0.7786122959585968,0.2,0.4091727521860262,0.654676403497642,0.9820146052464629
81,0.7199475966452507,0.2,0.5037950641253757,0.8060721026006011,1.2091081539009016
82,0.14559033751877098,0.2,0.20399324643321215,0.32638919429313945,0.48958379143970915
83,0.5702893247611854,0.2,0.2189982479476612,0.35039719671625796,0.5255957950743869
84,0.27517729747363995,0.2,0.04559160626237761,0.07294657001980419,0.10941985502970626
85,0.7707213730945743,0.2,0.4224680008939584,0.6759488014303335,1.0139232021455002
86,0.41835481419038884,0.2,0.46687999042518424,0.7470079846802948,1.1205119770204421
87,0.6942398059139673,0.2,0.5044759184418188,0.8071614695069101,1.210742204260365
88,0.4103263055685739,0.2,0.3626224722466922,0.5801959555947075,0.8702939333920613
89,0.4281218350653129,0.2,0.31927806231269656,0.5108448997003145,0.7662673495504717
90,0.2690513971671652,0.2,0.20847391124487724,0.3335582579918036,0.5003373869877054
91,0.49832539735453435,0.2,0.39087391635161983,0.6253982661625918,0.9380973992438876
92,0.666828915216249,0.2,0.3395083650867003,0.5432133841387204,0.8148200762080807
93,0.274689452541338,0.2,0.19647388639724034,0.3143582182355846,0.4715373273533768
94,0.40677607077134426,0.2,0.3079739512060714,0.49275832192971425,0.7391374828945714
95,0.008647517554891682,0.2,0.2473842167271353,0.3958147467634165,0.5937221201451247
96,0.43159264466795455,0.2,0.5452253757429162,0.872360601188666,1.3085409017829988
97,0.5033604659826911,0.2,0.06280153013011017,0.10048244820817627,0.15072367231226438
98,0.8260201917820371,0.2,0.048227004918668985,0.07716320786987038,0.11574481180480556
99,0.6731864116406088,0.2,0.06642397657502103,0.10627836252003364,0.15941754378005046
100,0.7983069060251332,0.2,0.40534548564785466,0.6485527770365676,0.9728291655548511
