student,p_i,v_i,e_i,I1,I2
1,0.2746302351734172,0.2,0.20733687513069896,0.33173900020911834,0.4976085003136775
2,0.35843727572525774,0.2,0.091956807320135,0.14713089171221602,0.220696337568324
3,0.30359776080372214,0.2,0.21050397202787552,0.33680635524460084,0.5052095328669012
4,0.5083587454452063,0.2,0.3090259369144162,0.49444149906306595,0.7416622485945988
5,0.06598127746544319,0.2,0.29568059896279963,0.4730889583404794,0.7096334375107191
6,0.186908252995943,0.2,0.6511823191641741,1.0418917106626786,1.562837565994018
7,0.21581041508432663,0.2,0.3233250083998914,0.5173200134398263,0.7759800201597394
8,0.8996781348126321,0.2,0.022032275123527456,0.03525164019764393,0.052877460296465895
9,0.19445211353030933,0.2,0.17787894206897692,0.28460630731036307,0.4269094609655446
10,0.22732923888563294,0.2,0.13088665938196734,0.20941865501114776,0.3141279825167216
11,0.8886984655574283,0.2,0.31918211416870834,0.5106913826699334,0.7660370740049
12,0.8513876767236915,0.2,0.48958053244137845,0.7833288519062056,1.1749932778593082
13,0.49603337657064844,0.2,0.3965414190871176,0.6344662705393882,0.9516994058090822
14,0.6742513942006642,0.2,0.04341846712605849,0.06946954740169359,0.10420432110254038
15,0.09516088829884367,0.2,0.47753720952552714,0.7640595352408435,1.146089302861265
16,0.1914967160893643,0.2,0.16786364795295577,0.26858183672472924,0.40287275508709386
17,0.16713446066392906,0.2,0.039663386989221686,0.0634614191827547,0.09519212877413204
18,0.3922586419853032,0.2,0.02173989354563316,0.03478382967301306,0.05217574450951958
19,0.3285327728913338,0.2,0.18129746308253808,0.29007594093206096,0.43511391139809136
20,0.35720610816538223,0.2,0.2487571352500245,0.39801141640003923,0.5970171246000587
21,0.592512028978091,0.2,0.13146385778908748,0.21034217246253997,0.3155132586938099
22,0.8387493595058231,0.2,0.0065381295662348266,0.010461007305975724,0.015691510958963584
23,0.3904947856299504,0.2,0.8924905632011455,1.4279849011218329,2.141977351682749
24,0.35420727453841094,0.2,0.18316703287636232,0.29306725260217975,0.43960087890326954
25,0.3724987150573842,0.2,0.23726801452913196,0.3796288232466112,0.5694432348699167
26,0.9141550939615433,0.2,0.5139174434236596,0.8222679094778554,1.233401864216783
27,0.44913294800433234,0.2,0.41281931315239473,0.6605109010438316,0.9907663515657473
28,0.6292943013210298,0.2,0.044615534134484124,0.0713848546151746,0.10707728192276189
29,0.3617959102140379,0.2,0.3892970952046739,0.6228753523274784,0.9343130284912173
30,0.46339302907287827,0.2,0.48834997810518155,0.7813599649682905,1.1720399474524357
31,0.9019029757767534,0.2,0.03967211077819184,0.06347537724510695,0.09521306586766042
32,0.7007356233752488,0.2,0.046920799309303575,0.07507327889488573,0.11260991834232857
33,0.4640277785405007,0.2,0.32876648999173885,0.5260263839867821,0.7890395759801733
34,0.9406826637046477,0.2,0.2489037678875091,0.39824602862001457,0.5973690429300218
35,0.3156957510691686,0.2,0.0032107620951579846,0.005137219352252776,0.007705829028379163
36,0.7584465007976275,0.2,0.3360165813890911,0.5376265302225457,0.8064397953338186
37,0.2871939657769156,0.2,0.01867604436797042,0.029881670988752676,0.04482250648312901
38,0.14398398747149094,0.2,0.6157514960483104,0.9852023936772967,1.4778035905159448
39,0.21389113999111586,0.2,0.14530214690297627,0.23248343504476204,0.34872515256714304
40,0.2773898409776065,0.2,0.2979360967605731,0.47669775481691695,0.7150466322253753
41,0.6744309764333687,0.2,0.3504088760101256,0.5606542016162009,0.8409813024243015
42,0.36838397530306144,0.2,0.26468994681285835,0.4235039149005734,0.63525587235086
43,0.45183792333917633,0.2,0.3838964844747502,0.6142343751596004,0.9213515627394004
44,0.6878723349844859,0.2,0.16576404804328312,0.265222476869253,0.3978337153038795
45,0.5510728765323591,0.2,0.2863921458640356,0.458227433382457,0.6873411500736855
46,0.6166110644199482,0.2,0.1390029103318513,0.22240465653096209,0.33360698479644313
47,0.7470419775228484,0.2,0.30968032949551955,0.4954885271928313,0.7432327907892469
48,0.13442490828289377,0.2,0.23986700553375664,0.38378720885401063,0.575680813281016
49,0.4563700365346224,0.2,0.10821448526083828,0.17314317641734125,0.25971476462601184
50,0.7448275459397978,0.2,0.30327480026458875,0.48523968042334203,0.727859520635013
51,0.12376352958818077,0.2,0.08784269320116656,0.1405483091218665,0.21082246368279972
52,0.48920799076696475,0.2,0.23309759472038838,0.3729561515526214,0.5594342273289321
53,0.15149123387192603,0.2,0.050693044792408645,0.08110887166785384,0.12166330750178074
54,0.8229122285957635,0.2,0.907860000556996,1.4525760008911937,2.17886400133679
55,0.267880158184703,0.2,0.3915046894636164,0.6264075031417863,0.9396112547126793
56,0.15336050035662707,0.2,0.3134120704603691,0.5014593127365906,0.7521889691048859
57,0.27848698374188585,0.2,0.17325790249037992,0.2772126439846079,0.4158189659769118
58,0.5027363284900767,0.2,0.04911477732177109,0.07858364371483374,0.1178754655722506
59,0.47151679886724956,0.2,0.0239740422946437,0.03835846767142992,0.05753770150714488
60,0.5404037847095562,0.2,0.0525296085117647,0.08404737361882353,0.12607106042823527
61,0.22136718940862976,0.2,0.6809602298446573,1.0895363677514518,1.6343045516271775
62,0.3539467389588766,0.2,0.6504161817037768,1.0406658907260429,1.5609988360890643
63,0.7509519320880585,0.2,0.07941911018152181,0.12707057629043492,0.19060586443565233
64,0.5072467736978079,0.2,0.500377644044506,0.8006042304712097,1.2009063457068143
65,0.2568710963582287,0.2,0.5205309403978806,0.832849504636609,1.2492742569549133
66,0.8581981099269762,0.2,0.2866613300705697,0.45865812811291157,0.6879871921693673
67,0.7813311486060275,0.2,0.03307940936661198,0.052927054986579174,0.07939058247986876
68,0.9994041887078402,0.2,0.05704894039638055,0.09127830463420888,0.13691745695131333
69,0.5819188390809187,0.2,0.08908715316155216,0.14253944505848345,0.2138091675877252
70,0.8002660898131273,0.2,0.4223853534711435,0.6758165655538296,1.0137248483307444
71,0.29933523579341625,0.2,0.6901284844985873,1.1042055751977398,1.6563083627966095
72,0.9623451070577689,0.2,0.2267768106240022,0.36284289699840355,0.5442643454976053
73,0.5929899637544407,0.2,0.1309045957346254,0.20944735317540064,0.31417102976310096
74,0.832047161961649,0.2,0.07174025475461947,0.11478440760739116,0.17217661141108673
75,0.880675204690688,0.2,0.6061651005782454,0.9698641609251926,1.4547962413877888
76,0.6368887255725308,0.2,0.32782003895055534,0.5245120623208885,0.7867680934813328
77,0.2139459305591313,0.2,0.5414580342055371,0.8663328547288593,1.299499282093289
78,0.5202302711429094,0.2,0.4829956158716777,0.7727929853946844,1.1591894780920264
79,0.9848018433557697,0.2,0.11046801974565126,0.17674883159304203,0.265123247389563
80,0.488561905644565,0.2,0.6690588089515287,1.070494094322446,1.6057411414836689
81,0.9862741833435252,0.2,0.22829298440508114,0.3652687750481298,0.5479031625721947
82,0.21512371527725455,0.2,0.5304496259873254,0.8487194015797206,1.2730791023695809
83,0.28262376754793306,0.2,0.15660663729525942,0.25057061967241506,0.3758559295086226
84,0.7104791338155746,0.2,0.892873835646048,1.4285981370336769,2.1428972055505153
85,0.5063168340870804,0.2,0.5224818400824255,0.8359709441318808,1.2539564161978212
86,0.6863639412984396,0.2,0.36795922419665317,0.5887347587146451,0.8831021380719676
87,0.7335031976047427,0.2,0.30706176247029016,0.49129881995246427,0.7369482299286964
88,0.499785216156993,0.2,0.7487045333520612,1.197927253363298,1.7968908800449468
89,0.8631479374107398,0.2,0.8809496362335832,1.4095194179737334,2.1142791269605996
90,0.6941237235449373,0.2,0.30980769001966885,0.4956923040314702,0.7435384560472053
91,0.5922742986091092,0.2,0.11353662774862282,0.18165860439779652,0.27248790659669475
92,0.49537952236325006,0.2,0.5005696368090933,0.8009114188945493,1.201367128341824
93,0.49567313559692,0.2,0.4033224137248417,0.6453158619597468,0.9679737929396199
94,0.770201040782476,0.2,0.47640218725753924,0.7622434996120628,1.1433652494180941
95,0.32259977093703185,0.2,0.9465224549195346,1.5144359278712554,2.2716538918068827
96,0.23365778313773866,0.2,0.0020545622485847875,0.00328729959773566,0.00493094939660349
97,0.660644935726622,0.2,0.005764746159052037,0.009223593854483259,0.013835390781724887
98,0.11993260568532021,0.2,0.3523725086008397,0.5637960137613435,0.8456940206420153
99,0.8794909791822124,0.2,0.005310403834529881,0.00849664613524781,0.012744969202871714
100,0.8476485978307923,0.2,0.48253255887371527,0.7720520941979445,1.1580781412969166
