student,p_i,v_i,e_i,I1,I2
1,0.859008708713257,0.3,0.5510169731397325,0.7714237623956255,1.4326441301633046
2,0.723472796989755,0.3,0.3499702848031687,0.4899583987244362,0.9099227404882387
3,0.33445473469319476,0.3,0.566064127484441,0.7924897784782173,1.4717667314595466
4,0.3313618023024831,0.3,0.2271125513216688,0.3179575718503363,0.5904926334363388
5,0.39430044889293725,0.3,0.09943483878376719,0.13920877429727405,0.2585305808377947
6,0.6743876228934538,0.3,0.6180757284625272,0.8653060198475381,1.606996894002571
7,0.632279256693793,0.3,0.24802020867118993,0.3472282921396659,0.6448525425450938
8,0.07340537136311587,0.3,0.07980088769408362,0.11172124277171706,0.20748230800461742
9,0.03331317859892102,0.3,0.0812051121594872,0.11368715702328207,0.2111332916146667
10,0.7773340895718577,0.3,0.6019074523386287,0.8426704332740802,1.5649593760804348
11,0.7531723060387971,0.3,0.00833560809822663,0.01166985133751728,0.021672581055389238
12,0.6823410114014974,0.3,0.36423834450878056,0.5099336823122927,0.9470196957228295
13,0.19724174234532155,0.3,0.19551030174990047,0.27371442244986066,0.5083267845497412
14,0.8470053899228771,0.3,0.2873947628519712,0.40235266799275965,0.7472263834151252
15,0.3416143660488728,0.3,0.5187607547557698,0.7262650566580776,1.3487779623650014
16,0.1343872768797521,0.3,0.5639241970258829,0.7894938758362361,1.4662029122672957
17,0.17770061832087808,0.3,0.0483251519035053,0.06765521266490741,0.12564539494911378
18,0.9077607802864183,0.3,0.4423323975218433,0.6192653565305806,1.1500642335567925
19,0.6626065954143915,0.3,0.16074704394160066,0.2250458615182409,0.41794231424816175
20,0.2379236317188736,0.3,0.4579472500053662,0.6411261500075126,1.190662850013952
21,0.7153917981108617,0.3,0.06015625174506701,0.0842187524430938,0.15640625453717422
22,0.818580045247552,0.3,0.10069339088428675,0.14097074723800143,0.26180281629914554
23,0.9353718141569081,0.3,0.2870985389625711,0.4019379545475995,0.7464562013026849
24,0.7429842361885758,0.3,0.348848525732698,0.4883879360257771,0.9070061669050148
25,0.712835465783769,0.3,0.49390131249931357,0.691461837499039,1.2841434124982154
26,0.36068825511372865,0.3,0.39052687165850997,0.5467376203219139,1.015369866312126
27,0.857997607253574,0.3,0.1905063705092839,0.26670891871299746,0.49531656332413815
28,0.604272956876783,0.3,0.21852190727748586,0.3059306701884802,0.5681569589214632
29,0.5429204542628338,0.3,0.12840649168157423,0.1797690883542039,0.333856878372093
30,0.7019675222719005,0.3,0.46219911048200446,0.6470787546748062,1.2017176872532116
31,0.45378993142328816,0.3,0.028776824384814118,0.04028755413873976,0.07481974340051671
32,0.9835155086533381,0.3,0.38298045728710617,0.5361726402019485,0.9957491889464761
33,0.5048393907643943,0.3,0.0018910596234835153,0.002647483472876921,0.00491675502105714
34,0.5957000884669484,0.3,0.08948096882223557,0.1252733563511298,0.23265051893781247
35,0.3667513807325799,0.3,0.05491652096800369,0.07688312935520515,0.14278295451680958
36,0.6956475497190809,0.3,0.38420476450075214,0.537886670301053,0.9989323877019556
37,0.8748395270598621,0.3,0.4300203406073082,0.6020284768502314,1.1180528855790013
38,0.21833737671331171,0.3,0.19512294191439378,0.2731721186801513,0.5073196489774239
