student,p_i,v_i,e_i,I1,I2
1,0.9566193817551619,0.2,0.19786844545499627,0.31658951272799407,0.474884269091991
2,0.39196287516594147,0.2,0.39606646422725855,0.6337063427636137,0.9505595141454205
3,0.9286783515652342,0.2,0.37803152629674863,0.6048504420747979,0.9072756631121967
4,0.3923010300904429,0.2,0.45528583346697693,0.7284573335471631,1.0926860003207446
5,0.3486799250759464,0.2,0.23611003329173644,0.3777760532667783,0.5666640799001674
6,0.7874597490393773,0.2,0.18577266561009137,0.2972362649761462,0.4458543974642193
7,0.4754796719260525,0.2,0.15805874709474224,0.2528939953515876,0.3793409930273814
8,0.4172203956565624,0.2,0.2721674734437404,0.4354679575099847,0.653201936264977
9,0.5548755544070199,0.2,0.19280365675054822,0.3084858508008772,0.4627287762013157
10,0.6340693366535636,0.2,0.16849540407047642,0.26959264651276227,0.4043889697691434
11,0.4546596277945521,0.2,0.34643661512063734,0.5542985841930198,0.8314478762895295
12,0.37666271474483126,0.2,0.32735002644687206,0.5237600423149953,0.7856400634724929
13,0.8758839807719132,0.2,0.31325857378182753,0.5012137180509241,0.751820577076386
14,0.48268638204011055,0.2,0.028128220106431012,0.04500515217028962,0.06750772825543443
15,0.74690112640733,0.2,0.21735874142488842,0.3477739862798215,0.5216609794197322
16,0.16672706266587706,0.2,0.7886913134709623,1.2619061015535398,1.8928591523303095
17,0.3409570790983292,0.2,0.3821613025178697,0.6114580840285916,0.9171871260428873
18,0.39564869198650376,0.2,0.43679236205304384,0.6988677792848702,1.0483016689273053
19,0.5447212512135882,0.2,0.08705414890656624,0.139286638250506,0.20892995737575895
20,0.6457940136540131,0.2,0.009473109676596272,0.015156975482554036,0.022735463223831052
21,0.36166331124145945,0.2,0.3098156098115651,0.49570497569850414,0.7435574635477562
22,0.27986976429408655,0.2,0.4675789959517105,0.7481263935227368,1.122189590284105
23,0.2550873689447071,0.2,0.465498024306114,0.7447968388897824,1.1171952583346736
24,0.7136392930048641,0.2,0.49351700954705624,0.78962721527529,1.1844408229129348
25,0.3534459998386932,0.2,0.22586347884670263,0.3613815661547242,0.5420723492320862
26,0.38110185739417823,0.2,0.5051309646929182,0.8082095435086691,1.2123143152630036
27,0.6476304821805862,0.2,0.15056881792787438,0.24091010868459903,0.36136516302689853
28,0.3010101670962798,0.2,0.16105170385585962,0.25768272616937543,0.38652408925406306
29,0.5808504144217753,0.2,0.2592430981117767,0.41478895697884277,0.622183435468264
30,0.2589853471237042,0.2,0.47027270664804244,0.752436330636868,1.1286544959553018
31,0.544074378865938,0.2,0.0742769038105956,0.11884304609695295,0.17826456914542943
32,0.7126473593479958,0.2,0.21349577758218752,0.34159324413150005,0.51238986619725
33,0.6743378217547759,0.2,0.054946810034902586,0.08791489605584414,0.1318723440837662
34,0.43676374313070426,0.2,0.4701085234236313,0.7521736374778101,1.1282604562167151
35,0.4071247217379115,0.2,0.2096178946540957,0.3353886314465531,0.5030829471698296
36,0.7344176739444784,0.2,0.07945759618993324,0.12713215390389318,0.19069823085583978
37,0.25959159617078115,0.2,0.27078707588082607,0.4332593214093217,0.6498889821139825
38,0.3882503273998268,0.2,0.03770807336872437,0.060332917389958995,0.0904993760849385
39,0.9637350430105467,0.2,0.025461977910734665,0.04073916465717547,0.06110874698576319
40,0.943027681744837,0.2,0.3048573757171631,0.487771801147461,0.7316577017211914
41,0.43246491980043084,0.2,0.1501440811381388,0.24023052982102208,0.3603457947315331
42,0.5369230160713722,0.2,0.12973210361454332,0.20757136578326932,0.31135704867490394
43,0.4636920508868978,0.2,0.03361814445234364,0.053789031123749824,0.08068354668562473
44,0.15150153173715808,0.2,0.3717084591778125,0.5947335346845,0.89210030202675
45,0.15826579823117093,0.2,0.08440219706303426,0.13504351530085482,0.2025652729512822
46,0.9671151237841167,0.2,0.04501222917051638,0.0720195666728262,0.10802935000923931
47,0.3696079511385908,0.2,0.01843759300524017,0.029500148808384277,0.04425022321257641
48,0.5701170184414963,0.2,0.38693769024778246,0.619100304396452,0.9286504565946778
49,0.1655749535104284,0.2,0.2605344425524666,0.4168551080839466,0.6252826621259199
50,0.7647400682169951,0.2,0.45815453738142453,0.7330472598102793,1.0995708897154188
51,0.41913905004790974,0.2,0.6144549723631832,0.9831279557810932,1.4746919336716398
52,0.9040993024627062,0.2,0.41047500825273897,0.6567600132043824,0.9851400198065735
53,0.12878370760793761,0.2,0.43460624554502325,0.6953699928720373,1.0430549893080558
54,0.32550939025620784,0.2,0.14072817243895888,0.22516507590233423,0.3377476138535013
55,0.37791104482261706,0.2,0.0008754097568464542,0.0014006556109543268,0.00210098341643149
56,0.22131215932352472,0.2,0.7459525183489089,1.1935240293582543,1.7902860440373811
57,0.6034481809443909,0.2,0.3262071905589321,0.5219315048942914,0.782897257341437
